Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2013.0,2013-12-01,12.0,13.0,23.012,BUF,ATL,L 31-34,False,4,0,0,,0,0.0%,0.00,0,0,,0,2,55,27.50,0,0,0,0,0,0,0,0,0,23,36%,0,0%,6,16%,False,Marquise Goodwin,False,31,34
2013.0,2013-12-08,13.0,14.0,23.019,BUF,TAM,L 6-27,False,0,0,0,,0,0.0%,,0,0,,0,3,47,15.67,0,0,0,0,0,0,0,0,0,26,39%,0,0%,7,22%,True,Marquise Goodwin,False,6,27
2013.0,2013-12-15,14.0,15.0,23.026,BUF,JAX,W 27-20,False,0,0,0,,0,0.0%,,0,0,,0,2,38,19.00,0,0,0,0,0,0,0,0,0,15,20%,0,0%,10,37%,True,Marquise Goodwin,True,27,20
2013.0,2013-12-22,15.0,16.0,23.033,BUF,MIA,W 19-0,False,1,0,0,,0,0.0%,0.00,1,-3,-3.00,0,0,0,,0,0,0,0,0,0,0,0,0,2,3%,0,0%,1,4%,False,Marquise Goodwin,True,19,0
2013.0,2013-12-29,16.0,17.0,23.04,BUF,NWE,L 20-34,False,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,24,35%,0,0%,0,0%,True,Marquise Goodwin,False,20,34
2014.0,2014-09-07,1.0,1.0,23.292,BUF,CHI,W 23-20,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,12,21%,0,0%,6,21%,True,Marquise Goodwin,True,23,20
2014.0,2014-09-14,2.0,2.0,23.299,BUF,MIA,W 29-10,False,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,0,0,0,0,0,0,10,17%,0,0%,8,26%,False,Marquise Goodwin,True,29,10
2014.0,2014-09-21,3.0,3.0,23.306,BUF,SDG,L 10-22,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,8,11%,0,0%,9,35%,False,Marquise Goodwin,False,10,22
2014.0,2014-09-28,4.0,4.0,,BUF,HOU,L 17-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin,False,17,23
2014.0,2014-10-05,5.0,5.0,23.32,BUF,DET,W 17-14,False,1,1,42,42.00,0,100.0%,42.00,1,-8,-8.00,0,0,0,,0,0,0,1,0,0,0,0,0,14,20%,0,0%,11,34%,True,Marquise Goodwin,True,17,14
2014.0,2014-10-12,6.0,6.0,23.327,BUF,NWE,L 22-37,False,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,14,20%,0,0%,9,29%,False,Marquise Goodwin,False,22,37
2014.0,2014-10-19,7.0,7.0,,BUF,MIN,W 17-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin,True,17,16
2014.0,2014-10-26,8.0,8.0,,BUF,NYJ,W 43-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin,True,43,23
2014.0,2014-11-09,9.0,10.0,23.355,BUF,KAN,L 13-17,False,0,0,0,,0,0.0%,,0,0,,0,4,84,21.00,0,0,0,0,0,0,0,0,0,9,12%,0,0%,17,61%,False,Marquise Goodwin,False,13,17
2014.0,2014-11-13,10.0,11.0,,BUF,MIA,L 9-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin,False,9,22
2014.0,2014-11-24,11.0,12.0,,BUF,NYJ,W 38-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin,True,38,3
2014.0,2014-11-30,12.0,13.0,24.011,BUF,CLE,W 26-10,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,3%,0,0%,5,16%,False,Marquise Goodwin,True,26,10
2014.0,2014-12-07,13.0,14.0,24.018,BUF,DEN,L 17-24,False,2,0,0,,0,0.0%,0.00,1,12,12.00,0,0,0,,0,0,0,0,0,0,0,0,0,17,21%,0,0%,5,23%,True,Marquise Goodwin,False,17,24
2014.0,2014-12-14,14.0,15.0,24.025,BUF,GNB,W 21-13,False,,,,,,0.0%,,,,,,,,,,0,0,0,,,0,0,0,2,3%,0,0%,0,0%,False,Marquise Goodwin,True,21,13
2014.0,2014-12-21,15.0,16.0,24.032,BUF,OAK,L 24-26,False,,,,,,0.0%,,,,,,,,,,0,0,0,,,0,0,0,2,3%,0,0%,10,28%,True,Marquise Goodwin,False,24,26
2014.0,2014-12-28,16.0,17.0,,BUF,NWE,W 17-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin,True,17,9
2015.0,2015-09-13,1.0,1.0,,BUF,IND,W 27-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin,True,27,14
2015.0,2015-09-20,2.0,2.0,,BUF,NWE,L 32-40,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin,False,32,40
2015.0,2015-09-27,3.0,3.0,,BUF,MIA,W 41-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Marquise Goodwin,True,41,14
2015.0,2015-10-04,4.0,4.0,,BUF,NYG,L 10-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin,False,10,24
2015.0,2015-10-11,5.0,5.0,24.326,BUF,TEN,W 14-13,False,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,24,45%,0,0%,4,15%,True,Marquise Goodwin,True,14,13
2015.0,2015-10-18,6.0,6.0,24.333,BUF,CIN,L 21-34,False,0,0,0,,0,0.0%,,0,0,,0,2,33,16.50,0,0,0,0,0,0,0,0,0,6,9%,0,0%,8,29%,False,Marquise Goodwin,False,21,34
2015.0,2015-10-25,7.0,7.0,,BUF,JAX,L 31-34,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquise Goodwin,False,31,34
2015.0,2015-11-08,8.0,9.0,,BUF,MIA,W 33-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marquise Goodwin,True,33,17
2015.0,2015-11-12,9.0,10.0,,BUF,NYJ,W 22-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquise Goodwin,True,22,17
2015.0,2015-11-23,10.0,11.0,,BUF,NWE,L 13-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquise Goodwin,False,13,20
2015.0,2015-11-29,11.0,12.0,,BUF,KAN,L 22-30,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquise Goodwin,False,22,30
2015.0,2015-12-06,12.0,13.0,,BUF,HOU,W 30-21,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marquise Goodwin,True,30,21
2015.0,2015-12-13,13.0,14.0,,BUF,PHI,L 20-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquise Goodwin,False,20,23
2015.0,2015-12-20,14.0,15.0,,BUF,WAS,L 25-35,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Marquise Goodwin,False,25,35
2015.0,2015-12-27,15.0,16.0,,BUF,DAL,W 16-6,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marquise Goodwin,True,16,6
2015.0,2016-01-03,16.0,17.0,,BUF,NYJ,W 22-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Marquise Goodwin,True,22,17
2016.0,2016-09-11,1.0,1.0,25.297,BUF,BAL,L 7-13,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,11,22%,0,0%,0,0%,True,Marquise Goodwin,False,7,13
2016.0,2016-09-15,2.0,2.0,25.301,BUF,NYJ,L 31-37,False,5,2,112,56.00,1,40.0%,22.40,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,28,53%,0,0%,0,0%,False,Marquise Goodwin,False,31,37
2016.0,2016-09-25,3.0,3.0,25.311,BUF,ARI,W 33-18,True,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,53,83%,0,0%,0,0%,False,Marquise Goodwin,True,33,18
2016.0,2016-10-02,4.0,4.0,25.318,BUF,NWE,W 16-0,True,5,1,12,12.00,0,20.0%,2.40,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,63,81%,0,0%,0,0%,True,Marquise Goodwin,True,16,0
2016.0,2016-10-09,5.0,5.0,25.325,BUF,LAR,W 30-19,True,6,2,13,6.50,1,33.3%,2.17,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,38,69%,0,0%,0,0%,True,Marquise Goodwin,True,30,19
2016.0,2016-10-16,6.0,6.0,25.332,BUF,SFO,W 45-16,True,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,50,63%,0,0%,0,0%,False,Marquise Goodwin,True,45,16
2016.0,2016-10-23,7.0,7.0,25.339,BUF,MIA,L 25-28,True,7,4,93,23.25,1,57.1%,13.29,0,0,,0,0,0,,0,1,6,0,0,0,0,0,0,31,54%,0,0%,0,0%,True,Marquise Goodwin,False,25,28
2016.0,2016-10-30,8.0,8.0,,BUF,NWE,L 25-41,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin,False,25,41
2016.0,2016-11-07,9.0,9.0,25.354,BUF,SEA,L 25-31,False,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,48,56%,0,0%,1,4%,True,Marquise Goodwin,False,25,31
2016.0,2016-11-20,10.0,11.0,26.001,BUF,CIN,W 16-12,True,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,54,83%,0,0%,0,0%,True,Marquise Goodwin,True,16,12
2016.0,2016-11-27,11.0,12.0,26.008,BUF,JAX,W 28-21,True,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,43,78%,0,0%,0,0%,False,Marquise Goodwin,True,28,21
2016.0,2016-12-04,12.0,13.0,26.015,BUF,OAK,L 24-38,True,8,4,35,8.75,0,50.0%,4.38,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,59,82%,0,0%,0,0%,True,Marquise Goodwin,False,24,38
2016.0,2016-12-11,13.0,14.0,26.022,BUF,PIT,L 20-27,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,43,83%,0,0%,0,0%,False,Marquise Goodwin,False,20,27
2016.0,2016-12-18,14.0,15.0,26.029,BUF,CLE,W 33-13,False,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,53,79%,0,0%,0,0%,False,Marquise Goodwin,True,33,13
2016.0,2016-12-24,15.0,16.0,26.035,BUF,MIA,L 31-34,False,5,1,16,16.00,0,20.0%,3.20,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,33,36%,0,0%,0,0%,False,Marquise Goodwin,False,31,34
2016.0,2017-01-01,16.0,17.0,26.043,BUF,NYJ,L 10-30,False,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,33,52%,0,0%,0,0%,True,Marquise Goodwin,False,10,30
2017.0,2017-09-10,1.0,1.0,26.295,SFO,CAR,L 3-23,True,6,3,21,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,50,88%,0,0%,0,0%,False,Marquise Goodwin,False,3,23
2017.0,2017-09-17,2.0,2.0,26.302,SFO,SEA,L 9-12,True,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,43,88%,0,0%,0,0%,True,Marquise Goodwin,False,9,12
2017.0,2017-09-21,3.0,3.0,26.306,SFO,LAR,L 39-41,True,5,2,62,31.00,0,40.0%,12.40,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,57,72%,0,0%,0,0%,False,Marquise Goodwin,False,39,41
2017.0,2017-10-01,4.0,4.0,26.316,SFO,ARI,L 15-18,True,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,9,11%,0,0%,0,0%,True,Marquise Goodwin,False,15,18
2017.0,2017-10-08,5.0,5.0,26.323,SFO,IND,L 23-26,True,11,5,116,23.20,0,45.5%,10.55,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,55,76%,0,0%,0,0%,True,Marquise Goodwin,False,23,26
2017.0,2017-10-15,6.0,6.0,26.33,SFO,WAS,L 24-26,True,5,2,26,13.00,0,40.0%,5.20,1,6,6.00,0,0,0,,0,0,0,0,0,0,0,0,0,62,86%,0,0%,0,0%,True,Marquise Goodwin,False,24,26
2017.0,2017-10-22,7.0,7.0,26.337,SFO,DAL,L 10-40,True,8,4,80,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,39,59%,0,0%,0,0%,False,Marquise Goodwin,False,10,40
2017.0,2017-10-29,8.0,8.0,26.344,SFO,PHI,L 10-33,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,43,65%,0,0%,0,0%,True,Marquise Goodwin,False,10,33
2017.0,2017-11-05,9.0,9.0,26.351,SFO,ARI,L 10-20,True,8,2,68,34.00,0,25.0%,8.50,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,68,91%,0,0%,0,0%,False,Marquise Goodwin,False,10,20
2017.0,2017-11-12,10.0,10.0,26.358,SFO,NYG,W 31-21,True,2,1,83,83.00,1,50.0%,41.50,1,18,18.00,0,0,0,,0,1,6,0,0,0,0,0,0,48,79%,0,0%,0,0%,False,Marquise Goodwin,True,31,21
2017.0,2017-11-26,11.0,12.0,27.007,SFO,SEA,L 13-24,True,6,4,78,19.50,0,66.7%,13.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,54,76%,0,0%,0,0%,False,Marquise Goodwin,False,13,24
2017.0,2017-12-03,12.0,13.0,27.014,SFO,CHI,W 15-14,True,8,8,99,12.38,0,100.0%,12.38,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,58,77%,0,0%,0,0%,True,Marquise Goodwin,True,15,14
2017.0,2017-12-10,13.0,14.0,27.021,SFO,HOU,W 26-16,True,12,6,106,17.67,0,50.0%,8.83,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,52,71%,0,0%,0,0%,True,Marquise Goodwin,True,26,16
2017.0,2017-12-17,14.0,15.0,27.028,SFO,TEN,W 25-23,True,13,10,114,11.40,0,76.9%,8.77,1,10,10.00,0,0,0,,0,0,0,0,0,0,0,0,0,63,90%,0,0%,0,0%,False,Marquise Goodwin,True,25,23
2017.0,2017-12-24,15.0,16.0,27.035,SFO,JAX,W 44-33,True,6,3,37,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,47,71%,0,0%,1,3%,False,Marquise Goodwin,True,44,33
2017.0,2017-12-31,16.0,17.0,27.042,SFO,LAR,W 34-13,True,4,2,28,14.00,1,50.0%,7.00,1,10,10.00,0,0,0,,0,1,6,0,0,0,0,0,0,21,33%,0,0%,0,0%,True,Marquise Goodwin,True,34,13
2018.0,2018-09-09,1.0,1.0,27.294,SFO,MIN,L 16-24,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,17,26%,0,0%,0,0%,True,Marquise Goodwin,False,16,24
2018.0,2018-09-16,2.0,2.0,,SFO,DET,W 30-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Marquise Goodwin,True,30,27
2018.0,2018-09-23,3.0,3.0,27.308,SFO,KAN,L 27-38,True,4,3,30,10.00,1,75.0%,7.50,1,-2,-2.00,0,0,0,,0,1,6,0,0,0,0,0,0,42,62%,0,0%,0,0%,True,Marquise Goodwin,False,27,38
2018.0,2018-09-30,4.0,4.0,27.315,SFO,LAC,L 27-29,True,4,2,24,12.00,0,50.0%,6.00,1,4,4.00,0,0,0,,0,0,0,0,0,0,0,0,0,37,62%,0,0%,0,0%,True,Marquise Goodwin,False,27,29
