Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2012,2012-11-25,11,12,22.332,CLE,,PIT,W 20-14,False,1,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,16,16.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,27%,0,0%,2,7%,False,Travis Benjamin
2012,2012-12-02,12,13,22.339,CLE,@,OAK,W 20-17,False,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,17,25%,0,0%,0,0%,True,Travis Benjamin
2012,2012-12-09,13,14,22.346,CLE,,KAN,W 30-7,False,0,0,0,,0,0.0%,,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,93,93.00,1,1,6,0.0,0,0,0,,,0,0,0,0,0,0,5,7%,0,0%,2,7%,False,Travis Benjamin
2012,2012-12-16,14,15,22.353,CLE,,WAS,L 21-38,False,1,1,69,69.00,1,100.0%,69.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,9,17%,0,0%,1,3%,False,Travis Benjamin
2012,2012-12-23,15,16,22.360,CLE,@,DEN,L 12-34,True,5,3,46,15.33,0,60.0%,9.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,62%,0,0%,0,0%,True,Travis Benjamin
2012,2012-12-30,16,17,23.001,CLE,@,PIT,L 10-24,True,6,4,43,10.75,0,66.7%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,1,29,29.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,38,60%,0,0%,1,4%,True,Travis Benjamin
2013,2013-09-08,1,1,23.253,CLE,,MIA,L 10-23,True,8,3,44,14.67,0,37.5%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,31,15.50,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,56,73%,0,0%,7,25%,False,Travis Benjamin
2013,2013-09-15,2,2,23.260,CLE,@,BAL,L 6-14,True,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,19,4.75,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,86%,0,0%,6,23%,True,Travis Benjamin
2013,2013-09-22,3,3,23.267,CLE,@,MIN,W 31-27,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,20,6.67,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,2,3%,0,0%,6,17%,True,Travis Benjamin
2013,2013-09-29,4,4,23.274,CLE,,CIN,W 17-6,True,1,1,39,39.00,0,100.0%,39.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,10%,0,0%,1,4%,False,Travis Benjamin
2013,2013-10-03,5,5,23.278,CLE,,BUF,W 37-24,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,7,179,25.57,1,1,6,0.0,0,0,0,,,0,0,0,0,0,0,4,6%,0,0%,8,21%,False,Travis Benjamin
2013,2013-10-13,6,6,23.288,CLE,,DET,L 17-31,False,2,0,0,,0,0.0%,0.00,1,45,45.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,-10,-3.33,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,13%,0,0%,4,14%,False,Travis Benjamin
2013,2013-10-20,7,7,23.295,CLE,@,GNB,L 13-31,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,1,86,86.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,11%,0,0%,5,17%,True,Travis Benjamin
2013,2013-10-27,8,8,23.302,CLE,@,KAN,L 17-23,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,60,30.00,0,2,11,5.50,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,7%,0,0%,5,17%,True,Travis Benjamin
2013,2013-11-03,9,9,,CLE,,BAL,W 24-18,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Travis Benjamin
2013,2013-11-17,10,11,,CLE,@,CIN,L 20-41,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Travis Benjamin
2013,2013-11-24,11,12,,CLE,,PIT,L 11-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Travis Benjamin
2013,2013-12-01,12,13,,CLE,,JAX,L 28-32,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Travis Benjamin
2013,2013-12-08,13,14,,CLE,@,NWE,L 26-27,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Travis Benjamin
2013,2013-12-15,14,15,,CLE,,CHI,L 31-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Travis Benjamin
2013,2013-12-22,15,16,,CLE,@,NYJ,L 13-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Travis Benjamin
2013,2013-12-29,16,17,,CLE,@,PIT,L 7-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Travis Benjamin
2014,2014-09-07,1,1,24.252,CLE,@,PIT,L 27-30,False,3,2,20,10.00,1,66.7%,6.67,1,10,10.00,0,0,0,,0,0,0,,0,0,,,4,85,21.25,0,1,0,0.00,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,29,43%,0,0%,9,25%,True,Travis Benjamin
2014,2014-09-14,2,2,24.259,CLE,,NOR,W 26-24,False,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,31%,0,0%,3,10%,False,Travis Benjamin
2014,2014-09-21,3,3,24.266,CLE,,BAL,L 21-23,False,1,1,43,43.00,0,100.0%,43.00,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,14,23%,0,0%,5,19%,False,Travis Benjamin
2014,2014-10-05,4,5,24.280,CLE,@,TEN,W 29-28,False,4,4,48,12.00,2,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,26,34%,0,0%,4,13%,True,Travis Benjamin
2014,2014-10-12,5,6,24.287,CLE,,PIT,W 31-10,False,1,1,31,31.00,0,100.0%,31.00,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,41%,0,0%,1,3%,False,Travis Benjamin
2014,2014-10-19,6,7,24.294,CLE,@,JAX,L 6-24,False,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,45%,0,0%,0,0%,True,Travis Benjamin
2014,2014-10-26,7,8,24.301,CLE,,OAK,W 23-13,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,0,0,0.0,0,0,0,,,1,0,0,0,0,0,15,27%,0,0%,3,9%,False,Travis Benjamin
2014,2014-11-02,8,9,24.308,CLE,,TAM,W 22-17,False,4,2,52,26.00,0,50.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,33%,0,0%,0,0%,False,Travis Benjamin
2014,2014-11-06,9,10,24.312,CLE,@,CIN,W 24-3,False,5,3,46,15.33,0,60.0%,9.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,50%,0,0%,0,0%,True,Travis Benjamin
2014,2014-11-16,10,11,24.322,CLE,,HOU,L 7-23,False,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,32,42%,0,0%,5,17%,False,Travis Benjamin
2014,2014-11-23,11,12,24.329,CLE,@,ATL,W 26-24,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,25%,0,0%,3,11%,True,Travis Benjamin
2014,2014-11-30,12,13,24.336,CLE,@,BUF,L 10-26,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,2,7,3.50,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,13%,0,0%,4,13%,True,Travis Benjamin
2014,2014-12-07,13,14,24.343,CLE,,IND,L 24-25,False,5,1,27,27.00,0,20.0%,5.40,0,0,,0,0,0,,0,0,0,,0,0,,,5,99,19.80,0,4,65,16.25,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,31%,0,0%,11,31%,False,Travis Benjamin
2014,2014-12-14,14,15,24.350,CLE,,CIN,L 0-30,False,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,31%,0,0%,2,9%,False,Travis Benjamin
2014,2014-12-21,15,16,24.357,CLE,@,CAR,L 13-17,False,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,24,12.00,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,12,26%,0,0%,3,12%,True,Travis Benjamin
2014,2014-12-28,16,17,24.364,CLE,@,BAL,L 10-20,False,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,15,15.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,82%,0,0%,3,11%,True,Travis Benjamin
2015,2015-09-13,1,1,25.258,CLE,@,NYJ,L 10-31,True,3,3,89,29.67,1,100.0%,29.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,10,10.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,66%,0,0%,3,13%,True,Travis Benjamin
2015,2015-09-20,2,2,25.265,CLE,,TEN,W 28-14,True,4,3,115,38.33,2,75.0%,28.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,6,154,25.67,1,3,18,0.0,0,0,0,,,0,0,0,0,0,0,23,47%,0,0%,6,23%,False,Travis Benjamin
2015,2015-09-27,3,3,25.272,CLE,,OAK,L 20-27,False,10,4,45,11.25,1,40.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,9,3.00,0,1,6,0.0,1,0,1,0,0,1,1,0,0,0,0,55,76%,0,0%,5,17%,False,Travis Benjamin
2015,2015-10-04,4,4,25.279,CLE,@,SDG,L 27-30,True,10,6,79,13.17,0,60.0%,7.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,41,20.50,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,56,79%,0,0%,5,15%,True,Travis Benjamin
2015,2015-10-11,5,5,25.286,CLE,@,BAL,W 33-30,True,12,6,83,13.83,0,50.0%,6.92,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,1.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,78,89%,0,0%,6,18%,True,Travis Benjamin
2015,2015-10-18,6,6,25.293,CLE,,DEN,L 23-26,True,13,9,117,13.00,0,69.2%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,34,11.33,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,71%,0,0%,6,16%,False,Travis Benjamin
2015,2015-10-25,7,7,25.300,CLE,@,STL,L 6-24,True,8,4,47,11.75,0,50.0%,5.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,4,2.00,0,0,0,0.0,0,0,0,,,1,1,0,0,0,0,65,87%,0,0%,5,19%,True,Travis Benjamin
2015,2015-11-01,8,8,25.307,CLE,,ARI,L 20-34,True,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,19,9.50,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,84%,0,0%,2,7%,False,Travis Benjamin
2015,2015-11-05,9,9,25.311,CLE,@,CIN,L 10-31,True,6,3,22,7.33,0,50.0%,3.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,96%,0,0%,3,12%,True,Travis Benjamin
2015,2015-11-15,10,10,25.321,CLE,@,PIT,L 9-30,True,11,7,113,16.14,0,63.6%,10.27,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,80%,0,0%,1,4%,True,Travis Benjamin
2015,2015-11-30,11,12,25.336,CLE,,BAL,L 27-33,True,13,6,90,15.00,1,46.2%,6.92,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,1,6,0.0,0,0,0,,,0,0,0,0,0,0,60,87%,0,0%,5,15%,False,Travis Benjamin
2015,2015-12-06,12,13,25.342,CLE,,CIN,L 3-37,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,20,32%,0,0%,1,5%,False,Travis Benjamin
2015,2015-12-13,13,14,25.349,CLE,,SFO,W 24-10,True,7,4,41,10.25,0,57.1%,5.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,11,3.67,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,52,67%,0,0%,8,32%,False,Travis Benjamin
2015,2015-12-20,14,15,25.356,CLE,@,SEA,L 13-30,True,5,3,26,8.67,0,60.0%,5.20,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,95%,0,0%,1,4%,True,Travis Benjamin
2015,2015-12-27,15,16,25.363,CLE,@,KAN,L 13-17,True,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,16,16.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,71%,0,0%,5,22%,True,Travis Benjamin
2015,2016-01-03,16,17,26.005,CLE,,PIT,L 12-28,True,11,5,53,10.60,0,45.5%,4.82,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,81,98%,0,0%,3,12%,False,Travis Benjamin
2016,2016-09-11,1,1,26.257,SDG,@,KAN,L 27-33,True,8,7,32,4.57,0,87.5%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,8,4.00,0,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,75%,0,0%,5,15%,True,Travis Benjamin
2016,2016-09-18,2,2,26.264,SDG,,JAX,W 38-14,True,6,6,115,19.17,2,100.0%,19.17,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,21,10.50,0,2,12,0.0,0,0,0,,,0,0,0,0,0,0,44,65%,0,0%,4,15%,False,Travis Benjamin
2016,2016-09-25,3,3,26.271,SDG,@,IND,L 22-26,False,7,4,82,20.50,0,57.1%,11.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,,,2,1,0,0,0,0,45,76%,0,0%,2,7%,True,Travis Benjamin
2016,2016-10-02,4,4,26.278,SDG,,NOR,L 34-35,True,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,30,10.00,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,54,77%,0,0%,5,15%,False,Travis Benjamin
