Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2012,2012-11-25,11,12,,CHI,,MIN,W 28-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alshon Jeffery
2012,2012-12-02,12,13,,CHI,,SEA,L 17-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alshon Jeffery
2012,2012-12-09,13,14,22.299,CHI,@,MIN,L 14-21,True,6,3,57,19.00,1,50.0%,9.50,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,57,73%,0,0%,1,4%,True,Alshon Jeffery
2012,2012-12-16,14,15,22.306,CHI,,GNB,L 13-21,True,4,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,43,80%,0,0%,0,0%,False,Alshon Jeffery
2012,2012-12-23,15,16,22.313,CHI,@,ARI,W 28-13,True,4,1,35,35.00,0,25.0%,8.75,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,38,62%,0,0%,1,3%,True,Alshon Jeffery
2012,2012-12-30,16,17,22.320,CHI,@,DET,W 26-24,True,7,4,76,19.00,0,57.1%,10.86,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,53,77%,0,0%,0,0%,True,Alshon Jeffery
2013,2013-09-08,1,1,23.206,CHI,,CIN,W 24-21,False,8,5,42,8.40,0,62.5%,5.25,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,56,88%,0,0%,0,0%,False,Alshon Jeffery
2013,2013-09-15,2,2,23.213,CHI,,MIN,W 31-30,True,5,1,11,11.00,0,20.0%,2.20,2,30,15.00,0,,0,0,0,0,0,0,0,0,0,0,0,0,61,91%,0,0%,0,0%,False,Alshon Jeffery
2013,2013-09-22,3,3,23.220,CHI,@,PIT,W 40-23,True,8,7,51,7.29,0,87.5%,6.38,0,0,,0,,0,0,0,0,0,0,1,0,0,1,0,0,42,68%,0,0%,0,0%,True,Alshon Jeffery
2013,2013-09-29,4,4,23.227,CHI,@,DET,L 32-40,True,11,5,107,21.40,1,45.5%,9.73,1,27,27.00,0,1,1,8,0,0,0,0,0,0,0,0,0,0,70,97%,0,0%,0,0%,True,Alshon Jeffery
2013,2013-10-06,5,5,23.234,CHI,,NOR,L 18-26,True,13,10,218,21.80,1,76.9%,16.77,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,53,95%,0,0%,0,0%,False,Alshon Jeffery
2013,2013-10-10,6,6,23.238,CHI,,NYG,W 27-21,True,5,1,27,27.00,0,20.0%,5.40,1,15,15.00,0,,0,0,0,0,0,0,0,0,0,0,0,0,56,82%,0,0%,0,0%,False,Alshon Jeffery
2013,2013-10-20,7,7,23.248,CHI,@,WAS,L 41-45,True,7,4,105,26.25,0,57.1%,15.00,2,16,8.00,0,,0,0,0,0,0,0,0,0,0,0,0,0,49,89%,0,0%,0,0%,True,Alshon Jeffery
2013,2013-11-04,8,9,23.263,CHI,@,GNB,W 27-20,True,9,5,60,12.00,1,55.6%,6.67,1,1,1.00,0,,1,6,0,0,0,0,0,0,0,0,0,0,73,95%,0,0%,0,0%,True,Alshon Jeffery
2013,2013-11-10,9,10,23.269,CHI,,DET,L 19-21,True,18,9,114,12.67,0,50.0%,6.33,2,5,2.50,0,,0,0,0,0,0,0,0,0,0,0,0,0,72,96%,0,0%,0,0%,False,Alshon Jeffery
2013,2013-11-17,10,11,23.276,CHI,,BAL,W 23-20,True,10,7,83,11.86,0,70.0%,8.30,3,17,5.67,0,,0,0,0,0,0,0,1,0,0,1,0,0,61,98%,0,0%,0,0%,False,Alshon Jeffery
2013,2013-11-24,11,12,23.283,CHI,@,STL,L 21-42,False,8,4,42,10.50,0,50.0%,5.25,1,4,4.00,0,,0,0,0,0,0,0,0,0,0,0,0,0,70,89%,0,0%,0,0%,True,Alshon Jeffery
2013,2013-12-01,12,13,23.290,CHI,@,MIN,L 20-23,True,15,12,249,20.75,2,80.0%,16.60,1,0,0.00,0,,2,12,0,0,0,0,0,0,0,0,0,0,64,96%,0,0%,0,0%,True,Alshon Jeffery
2013,2013-12-09,13,14,23.298,CHI,,DAL,W 45-28,True,9,5,84,16.80,1,55.6%,9.33,1,-7,-7.00,0,,1,6,0,0,0,0,0,0,0,0,0,0,69,96%,0,0%,2,7%,False,Alshon Jeffery
2013,2013-12-15,14,15,23.304,CHI,@,CLE,W 38-31,True,5,5,72,14.40,1,100.0%,14.40,1,-3,-3.00,0,,1,6,0,0,0,0,0,0,0,0,0,0,64,96%,0,0%,1,3%,True,Alshon Jeffery
2013,2013-12-22,15,16,23.311,CHI,@,PHI,L 11-54,True,9,6,76,12.67,0,66.7%,8.44,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,53,82%,0,0%,0,0%,True,Alshon Jeffery
2013,2013-12-29,16,17,23.318,CHI,,GNB,L 28-33,True,8,3,80,26.67,0,37.5%,10.00,0,0,,0,,0,0,0,0,0,0,1,1,0,0,0,0,50,100%,0,0%,0,0%,False,Alshon Jeffery
2014,2014-09-07,1,1,24.205,CHI,,BUF,L 20-23,True,6,5,71,14.20,0,83.3%,11.83,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,36,49%,0,0%,0,0%,False,Alshon Jeffery
2014,2014-09-14,2,2,24.212,CHI,@,SFO,W 28-20,True,6,3,47,15.67,0,50.0%,7.83,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,54,92%,0,0%,0,0%,True,Alshon Jeffery
2014,2014-09-22,3,3,24.220,CHI,@,NYJ,W 27-19,True,13,8,105,13.13,0,61.5%,8.08,2,13,6.50,0,,0,0,0,0,0,0,0,0,0,0,0,0,61,92%,0,0%,0,0%,True,Alshon Jeffery
2014,2014-09-28,4,4,24.226,CHI,,GNB,L 17-38,True,7,4,39,9.75,1,57.1%,5.57,1,12,12.00,0,,1,6,0,0,0,0,1,0,0,0,0,0,64,82%,0,0%,0,0%,False,Alshon Jeffery
2014,2014-10-05,5,5,24.233,CHI,@,CAR,L 24-31,True,7,6,97,16.17,1,85.7%,13.86,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,63,98%,0,0%,0,0%,True,Alshon Jeffery
2014,2014-10-12,6,6,24.240,CHI,@,ATL,W 27-13,True,7,5,136,27.20,0,71.4%,19.43,2,0,0.00,0,,0,0,0,0,0,0,0,0,0,0,0,0,68,93%,0,0%,0,0%,True,Alshon Jeffery
2014,2014-10-19,7,7,24.247,CHI,,MIA,L 14-27,True,7,2,9,4.50,0,28.6%,1.29,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,51,96%,0,0%,0,0%,False,Alshon Jeffery
2014,2014-10-26,8,8,24.254,CHI,@,NWE,L 23-51,True,8,5,59,11.80,1,62.5%,7.38,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,68,99%,0,0%,0,0%,True,Alshon Jeffery
2014,2014-11-09,9,10,24.268,CHI,@,GNB,L 14-55,True,12,6,63,10.50,0,50.0%,5.25,1,8,8.00,0,,0,0,0,0,0,0,0,0,0,0,0,0,65,93%,0,0%,0,0%,True,Alshon Jeffery
2014,2014-11-16,10,11,24.275,CHI,,MIN,W 21-13,True,17,11,135,12.27,1,64.7%,7.94,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,74,96%,0,0%,1,4%,False,Alshon Jeffery
2014,2014-11-23,11,12,24.282,CHI,,TAM,W 21-13,True,4,3,22,7.33,1,75.0%,5.50,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,54,95%,0,0%,0,0%,False,Alshon Jeffery
2014,2014-11-27,12,13,24.286,CHI,@,DET,L 17-34,True,13,9,71,7.89,2,69.2%,5.46,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,50,78%,0,0%,0,0%,True,Alshon Jeffery
2014,2014-12-04,13,14,24.293,CHI,,DAL,L 28-41,True,9,6,95,15.83,1,66.7%,10.56,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,66,96%,0,0%,0,0%,False,Alshon Jeffery
2014,2014-12-15,14,15,24.304,CHI,,NOR,L 15-31,True,9,4,78,19.50,1,44.4%,8.67,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,False,Alshon Jeffery
2014,2014-12-21,15,16,24.310,CHI,,DET,L 14-20,True,15,6,72,12.00,1,40.0%,4.80,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,63,98%,0,0%,0,0%,False,Alshon Jeffery
2014,2014-12-28,16,17,24.317,CHI,@,MIN,L 9-13,True,5,2,34,17.00,0,40.0%,6.80,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,60,98%,0,0%,0,0%,True,Alshon Jeffery
2015,2015-09-13,1,1,25.211,CHI,,GNB,L 23-31,False,11,5,78,15.60,0,45.5%,7.09,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,56,77%,0,0%,0,0%,False,Alshon Jeffery
2015,2015-09-20,2,2,,CHI,,ARI,L 23-48,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alshon Jeffery
2015,2015-09-27,3,3,,CHI,@,SEA,L 0-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Alshon Jeffery
2015,2015-10-04,4,4,,CHI,,OAK,W 22-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alshon Jeffery
2015,2015-10-11,5,5,,CHI,@,KAN,W 18-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Alshon Jeffery
2015,2015-10-18,6,6,25.246,CHI,@,DET,L 34-37,True,11,8,147,18.38,1,72.7%,13.36,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,69,86%,0,0%,0,0%,True,Alshon Jeffery
2015,2015-11-01,7,8,25.260,CHI,,MIN,L 20-23,True,15,10,116,11.60,1,66.7%,7.73,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,58,95%,0,0%,0,0%,False,Alshon Jeffery
2015,2015-11-09,8,9,25.268,CHI,@,SDG,W 22-19,True,16,10,151,15.10,0,62.5%,9.44,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,63,88%,0,0%,0,0%,True,Alshon Jeffery
2015,2015-11-15,9,10,25.274,CHI,@,STL,W 37-13,True,4,3,23,7.67,0,75.0%,5.75,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,35,54%,0,0%,0,0%,True,Alshon Jeffery
2015,2015-11-22,10,11,,CHI,,DEN,L 15-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alshon Jeffery
2015,2015-11-26,11,12,25.285,CHI,@,GNB,W 17-13,True,11,7,90,12.86,0,63.6%,8.18,0,0,,0,,0,0,0,0,0,0,1,0,0,1,0,0,60,90%,0,0%,0,0%,True,Alshon Jeffery
2015,2015-12-06,12,13,25.295,CHI,,SFO,L 20-26,True,12,4,85,21.25,0,33.3%,7.08,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,75,96%,0,0%,0,0%,False,Alshon Jeffery
2015,2015-12-13,13,14,25.302,CHI,,WAS,L 21-24,True,9,6,107,17.83,1,66.7%,11.89,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,56,95%,0,0%,0,0%,False,Alshon Jeffery
2015,2015-12-20,14,15,25.309,CHI,@,MIN,L 17-38,True,5,1,10,10.00,1,20.0%,2.00,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,30,47%,0,0%,0,0%,True,Alshon Jeffery
2015,2015-12-27,15,16,,CHI,@,TAM,W 26-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Alshon Jeffery
2015,2016-01-03,16,17,,CHI,,DET,L 20-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Alshon Jeffery
2016,2016-09-11,1,1,26.210,CHI,@,HOU,L 14-23,True,6,4,105,26.25,0,66.7%,17.50,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,53,95%,0,0%,0,0%,True,Alshon Jeffery
2016,2016-09-19,2,2,26.218,CHI,,PHI,L 14-29,True,7,5,96,19.20,0,71.4%,13.71,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,50,96%,0,0%,0,0%,False,Alshon Jeffery
2016,2016-09-25,3,3,26.224,CHI,@,DAL,L 17-31,True,7,5,70,14.00,0,71.4%,10.00,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,True,Alshon Jeffery
2016,2016-10-02,4,4,26.231,CHI,,DET,W 17-14,True,5,3,46,15.33,0,60.0%,9.20,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,56,81%,0,0%,1,4%,False,Alshon Jeffery
2016,2016-10-09,5,5,26.238,CHI,@,IND,L 23-29,True,6,5,77,15.40,0,83.3%,12.83,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,61,92%,0,0%,0,0%,True,Alshon Jeffery
2016,2016-10-16,6,6,26.245,CHI,,JAX,L 16-17,True,13,7,93,13.29,0,53.8%,7.15,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,74,92%,0,0%,0,0%,False,Alshon Jeffery
2016,2016-10-20,7,7,26.249,CHI,@,GNB,L 10-26,True,11,3,33,11.00,0,27.3%,3.00,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,45,94%,0,0%,0,0%,True,Alshon Jeffery
2016,2016-10-31,8,8,26.260,CHI,,MIN,W 20-10,True,8,4,63,15.75,1,50.0%,7.88,0,0,,0,,1,6,0,,0,0,0,0,0,0,0,0,57,93%,0,0%,1,4%,False,Alshon Jeffery
2016,2016-11-13,9,10,26.273,CHI,@,TAM,L 10-36,True,9,4,47,11.75,0,44.4%,5.22,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,55,98%,0,0%,0,0%,True,Alshon Jeffery
2016,2016-11-20,10,11,,CHI,@,NYG,L 16-22,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Alshon Jeffery
2016,2016-11-27,11,12,,CHI,,TEN,L 21-27,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Alshon Jeffery
2016,2016-12-04,12,13,,CHI,,SFO,W 26-6,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,False,Alshon Jeffery
2016,2016-12-11,13,14,,CHI,@,DET,L 17-20,True,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,True,Alshon Jeffery
2016,2016-12-18,14,15,26.308,CHI,,GNB,L 27-30,True,9,6,89,14.83,1,66.7%,9.89,0,0,,0,,1,6,0,,0,0,0,0,0,0,0,0,61,92%,0,0%,0,0%,False,Alshon Jeffery
2016,2016-12-24,15,16,26.314,CHI,,WAS,L 21-41,True,10,5,92,18.40,0,50.0%,9.20,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,66,96%,0,0%,0,0%,False,Alshon Jeffery
2016,2017-01-01,16,17,26.322,CHI,@,MIN,L 10-38,True,3,1,10,10.00,0,33.3%,3.33,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,49,82%,0,0%,0,0%,True,Alshon Jeffery
2017,2017-09-10,1,1,27.208,PHI,@,WAS,W 30-17,True,7,3,38,12.67,0,42.9%,5.43,0,0,,0,1,0,2,0,0,0,0,0,0,0,0,0,0,61,88%,0,0%,0,0%,True,Alshon Jeffery
2017,2017-09-17,2,2,27.215,PHI,@,KAN,L 20-27,True,13,7,92,13.14,1,53.8%,7.08,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,61,85%,0,0%,0,0%,True,Alshon Jeffery
2017,2017-09-24,3,3,27.222,PHI,,NYG,W 27-24,True,8,4,56,14.00,0,50.0%,7.00,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,67,88%,0,0%,0,0%,False,Alshon Jeffery
2017,2017-10-01,4,4,27.229,PHI,@,LAC,W 26-24,True,6,3,29,9.67,1,50.0%,4.83,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,68,86%,0,0%,0,0%,True,Alshon Jeffery
2017,2017-10-08,5,5,27.236,PHI,,ARI,W 34-7,True,4,3,31,10.33,0,75.0%,7.75,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,53,79%,0,0%,0,0%,False,Alshon Jeffery
2017,2017-10-12,6,6,27.240,PHI,@,CAR,W 28-23,True,10,4,71,17.75,0,40.0%,7.10,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,56,90%,1,1%,0,0%,True,Alshon Jeffery
2017,2017-10-23,7,7,27.251,PHI,,WAS,W 34-24,True,6,2,37,18.50,0,33.3%,6.17,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,53,82%,0,0%,0,0%,False,Alshon Jeffery
2017,2017-10-29,8,8,27.257,PHI,,SFO,W 33-10,True,8,2,62,31.00,1,25.0%,7.75,0,0,,0,1,1,8,0,0,0,1,0,0,0,0,0,0,48,69%,1,2%,0,0%,False,Alshon Jeffery
2017,2017-11-05,9,9,27.264,PHI,,DEN,W 51-23,True,11,6,84,14.00,2,54.5%,7.64,0,0,,0,,2,12,0,0,0,0,0,0,0,0,0,0,49,71%,0,0%,0,0%,False,Alshon Jeffery
2017,2017-11-19,10,11,27.278,PHI,@,DAL,W 37-9,True,7,4,67,16.75,1,57.1%,9.57,0,0,,0,1,1,8,0,0,0,0,0,0,0,0,0,0,47,73%,0,0%,0,0%,True,Alshon Jeffery
2017,2017-11-26,11,12,27.285,PHI,,CHI,W 31-3,True,9,5,52,10.40,1,55.6%,5.78,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,67,86%,0,0%,0,0%,False,Alshon Jeffery
2017,2017-12-03,12,13,27.292,PHI,@,SEA,L 10-24,True,6,4,61,15.25,0,66.7%,10.17,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,70,93%,0,0%,0,0%,True,Alshon Jeffery
2017,2017-12-10,13,14,27.299,PHI,@,LAR,W 43-35,True,11,5,52,10.40,1,45.5%,4.73,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,87,95%,0,0%,0,0%,True,Alshon Jeffery
2017,2017-12-17,14,15,27.306,PHI,@,NYG,W 34-29,True,10,4,49,12.25,1,40.0%,4.90,0,0,,0,,1,6,0,0,0,0,0,0,0,0,0,0,60,90%,0,0%,0,0%,True,Alshon Jeffery
2017,2017-12-25,15,16,27.314,PHI,,OAK,W 19-10,True,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,62,93%,0,0%,0,0%,False,Alshon Jeffery
2017,2017-12-31,16,17,27.320,PHI,,DAL,L 0-6,True,2,1,8,8.00,0,50.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,31%,0,0%,0,0%,False,Alshon Jeffery
2018,2018-09-06,1,1,,PHI,,ATL,W 18-12,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alshon Jeffery
2018,2018-09-16,2,2,,PHI,@,TAM,L 21-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Alshon Jeffery
2018,2018-09-23,3,3,,PHI,,IND,W 20-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alshon Jeffery
2018,2018-09-30,4,4,28.228,PHI,@,TEN,L 23-26,True,9,8,105,13.13,1,88.9%,11.67,0,0,,0,,1,6,0,0,0,0,1,0,0,0,0,0,65,83%,0,0%,0,0%,True,Alshon Jeffery
