Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2014.0,2014-11-23,11.0,12.0,,NWE,DET,W 34-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James White,True,34,9
2014.0,2014-11-30,12.0,13.0,,NWE,GNB,L 21-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James White,False,21,26
2014.0,2014-12-07,13.0,14.0,,NWE,SDG,W 23-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James White,True,23,14
2014.0,2014-12-14,14.0,15.0,,NWE,MIA,W 41-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James White,True,41,13
2014.0,2014-12-21,15.0,16.0,,NWE,NYJ,W 17-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James White,True,17,16
2014.0,2014-12-28,16.0,17.0,22.328,NWE,BUF,L 9-17,False,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,4,6%,0,0%,0,0%,False,James White,False,9,17
2015.0,2015-09-10,1.0,1.0,23.219,NWE,PIT,W 28-21,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,False,James White,True,28,21
2015.0,2015-09-20,2.0,2.0,,NWE,BUF,W 40-32,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James White,True,40,32
2015.0,2015-09-27,3.0,3.0,23.236,NWE,JAX,W 51-17,False,4,4,26,6.50,0,100.0%,6.50,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,17,21%,0,0%,0,0%,False,James White,True,51,17
2015.0,2015-10-11,4.0,5.0,23.25,NWE,DAL,W 30-6,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,James White,True,30,6
2015.0,2015-10-18,5.0,6.0,23.257,NWE,IND,W 34-27,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,3,4%,0,0%,0,0%,True,James White,True,34,27
2015.0,2015-10-25,6.0,7.0,23.264,NWE,NYJ,W 30-23,True,5,3,26,8.67,0,60.0%,5.20,2,4,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,43,64%,0,0%,0,0%,False,James White,True,30,23
2015.0,2015-10-29,7.0,8.0,23.268,NWE,MIA,W 36-7,False,0,0,0,,0,0.0%,,3,3,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,4,6%,0,0%,0,0%,False,James White,True,36,7
2015.0,2015-11-08,8.0,9.0,,NWE,WAS,W 27-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James White,True,27,10
2015.0,2015-11-15,9.0,10.0,23.285,NWE,NYG,W 27-26,False,1,1,6,6.00,0,100.0%,6.00,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,28,39%,0,0%,0,0%,True,James White,True,27,26
2015.0,2015-11-23,10.0,11.0,23.293,NWE,BUF,W 20-13,False,3,2,32,16.00,1,66.7%,10.67,2,14,7.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,19,28%,0,0%,0,0%,False,James White,True,20,13
2015.0,2015-11-29,11.0,12.0,23.299,NWE,DEN,L 24-30,False,5,2,5,2.50,0,40.0%,1.00,3,1,0.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,47%,0,0%,0,0%,True,James White,False,24,30
2015.0,2015-12-06,12.0,13.0,23.306,NWE,PHI,L 28-35,False,13,10,115,11.50,1,76.9%,8.85,2,4,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,51,57%,0,0%,2,6%,False,James White,False,28,35
2015.0,2015-12-13,13.0,14.0,23.313,NWE,HOU,W 27-6,False,6,4,38,9.50,0,66.7%,6.33,1,2,2.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,25,37%,0,0%,0,0%,True,James White,True,27,6
2015.0,2015-12-20,14.0,15.0,23.32,NWE,TEN,W 33-16,False,8,7,71,10.14,1,87.5%,8.88,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,22,33%,0,0%,0,0%,False,James White,True,33,16
2015.0,2015-12-27,15.0,16.0,23.327,NWE,NYJ,L 20-26,False,5,5,28,5.60,1,100.0%,5.60,2,4,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,22,39%,0,0%,0,0%,True,James White,False,20,26
2015.0,2016-01-03,16.0,17.0,23.334,NWE,MIA,L 10-20,False,3,2,63,31.50,0,66.7%,21.00,3,5,1.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,23,38%,0,0%,0,0%,True,James White,False,10,20
2016.0,2016-09-11,1.0,1.0,24.221,NWE,ARI,W 23-21,False,7,5,40,8.00,0,71.4%,5.71,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,26,37%,0,0%,0,0%,True,James White,True,23,21
2016.0,2016-09-18,2.0,2.0,24.228,NWE,MIA,W 31-24,False,4,2,10,5.00,0,50.0%,2.50,4,19,4.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,1,0,0,28,35%,0,0%,0,0%,False,James White,True,31,24
2016.0,2016-09-22,3.0,3.0,24.232,NWE,HOU,W 27-0,False,2,1,2,2.00,0,50.0%,1.00,3,12,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,16,26%,0,0%,0,0%,False,James White,True,27,0
2016.0,2016-10-02,4.0,4.0,24.242,NWE,BUF,L 0-16,False,5,5,50,10.00,0,100.0%,10.00,4,12,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,21,38%,0,0%,0,0%,False,James White,False,0,16
2016.0,2016-10-09,5.0,5.0,24.249,NWE,CLE,W 33-13,False,6,4,63,15.75,0,66.7%,10.50,5,26,5.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,38,48%,0,0%,0,0%,True,James White,True,33,13
2016.0,2016-10-16,6.0,6.0,24.256,NWE,CIN,W 35-17,False,9,8,47,5.88,2,88.9%,5.22,7,19,2.71,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,39,61%,0,0%,4,14%,False,James White,True,35,17
2016.0,2016-10-23,7.0,7.0,24.263,NWE,PIT,W 27-16,False,5,2,32,16.00,1,40.0%,6.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,24,42%,0,0%,0,0%,True,James White,True,27,16
2016.0,2016-10-30,8.0,8.0,24.27,NWE,BUF,W 41-25,True,5,2,14,7.00,0,40.0%,2.80,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,49%,0,0%,0,0%,True,James White,True,41,25
2016.0,2016-11-13,9.0,10.0,24.284,NWE,SEA,L 24-31,True,4,4,32,8.00,0,100.0%,8.00,2,5,2.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,29,44%,0,0%,0,0%,False,James White,False,24,31
2016.0,2016-11-20,10.0,11.0,24.291,NWE,SFO,W 30-17,False,6,6,63,10.50,1,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,24,31%,0,0%,0,0%,True,James White,True,30,17
2016.0,2016-11-27,11.0,12.0,24.298,NWE,NYJ,W 22-17,True,9,4,22,5.50,0,44.4%,2.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,26,36%,0,0%,4,15%,True,James White,True,22,17
2016.0,2016-12-04,12.0,13.0,24.305,NWE,LAR,W 26-10,True,5,4,18,4.50,0,80.0%,3.60,3,17,5.67,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,,0,0,0,0,0,0,0,0,29,37%,0,0%,2,6%,False,James White,True,26,10
2016.0,2016-12-12,13.0,14.0,24.313,NWE,BAL,W 30-23,False,3,3,81,27.00,0,100.0%,27.00,2,3,1.50,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,,0,0,0,0,0,0,0,0,29,42%,0,0%,2,6%,False,James White,True,30,23
2016.0,2016-12-18,14.0,15.0,24.319,NWE,DEN,W 16-3,False,8,3,24,8.00,0,37.5%,3.00,3,11,3.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,24,32%,0,0%,0,0%,True,James White,True,16,3
2016.0,2016-12-24,15.0,16.0,24.325,NWE,NYJ,W 41-3,False,4,3,32,10.67,1,75.0%,8.00,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,19,26%,0,0%,1,4%,False,James White,True,41,3
2016.0,2017-01-01,16.0,17.0,24.333,NWE,MIA,W 35-14,False,4,4,21,5.25,0,100.0%,5.25,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,21,31%,0,0%,0,0%,True,James White,True,35,14
2017.0,2017-09-07,1.0,1.0,25.216,NWE,KAN,L 27-42,False,5,3,30,10.00,0,60.0%,6.00,10,38,3.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,43,53%,0,0%,1,3%,False,James White,False,27,42
2017.0,2017-09-17,2.0,2.0,25.226,NWE,NOR,W 36-20,False,8,8,85,10.63,0,100.0%,10.63,2,11,5.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,30,39%,0,0%,1,3%,True,James White,True,36,20
2017.0,2017-09-24,3.0,3.0,25.233,NWE,HOU,W 36-33,False,1,1,11,11.00,0,100.0%,11.00,5,17,3.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,31,48%,0,0%,0,0%,False,James White,True,36,33
2017.0,2017-10-01,4.0,4.0,25.24,NWE,CAR,L 30-33,True,12,10,47,4.70,0,83.3%,3.92,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,43,61%,0,0%,1,4%,False,James White,False,30,33
2017.0,2017-10-05,5.0,5.0,25.244,NWE,TAM,W 19-14,False,9,7,57,8.14,0,77.8%,6.33,2,3,1.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,35,47%,0,0%,1,3%,True,James White,True,19,14
2017.0,2017-10-15,6.0,6.0,25.254,NWE,NYJ,W 24-17,False,7,4,22,5.50,0,57.1%,3.14,3,23,7.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,29,43%,0,0%,0,0%,True,James White,True,24,17
2017.0,2017-10-22,7.0,7.0,25.261,NWE,ATL,W 23-7,False,5,5,28,5.60,1,100.0%,5.60,4,19,4.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,23,31%,0,0%,1,5%,False,James White,True,23,7
2017.0,2017-10-29,8.0,8.0,25.268,NWE,LAC,W 21-13,False,6,5,85,17.00,0,83.3%,14.17,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,20,23%,0,0%,0,0%,False,James White,True,21,13
2017.0,2017-11-12,9.0,10.0,25.282,NWE,DEN,W 41-16,False,3,3,11,3.67,1,100.0%,3.67,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,11,16%,0,0%,0,0%,True,James White,True,41,16
2017.0,2017-11-19,10.0,11.0,25.289,NWE,OAK,W 33-8,False,1,0,0,,0,0.0%,0.00,5,13,2.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,17,28%,0,0%,1,5%,True,James White,True,33,8
2017.0,2017-11-26,11.0,12.0,25.296,NWE,MIA,W 35-17,True,2,1,2,2.00,0,50.0%,1.00,3,13,4.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,18,26%,0,0%,0,0%,False,James White,True,35,17
2017.0,2017-12-03,12.0,13.0,25.303,NWE,BUF,W 23-3,True,6,4,32,8.00,0,66.7%,5.33,5,18,3.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,28,40%,0,0%,0,0%,True,James White,True,23,3
2017.0,2017-12-11,13.0,14.0,25.311,NWE,MIA,L 20-27,True,4,3,11,3.67,1,75.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,35,57%,0,0%,0,0%,True,James White,False,20,27
2017.0,2017-12-17,14.0,15.0,25.317,NWE,PIT,W 27-24,False,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,20,34%,0,0%,0,0%,True,James White,True,27,24
2017.0,2017-12-24,15.0,16.0,,NWE,BUF,W 37-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James White,True,37,16
2017.0,2017-12-31,16.0,17.0,,NWE,NYJ,W 26-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James White,True,26,6
2018.0,2018-09-09,1.0,1.0,26.218,NWE,HOU,W 27-20,False,9,4,38,9.50,1,44.4%,4.22,5,18,3.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,36,48%,0,0%,0,0%,False,James White,True,27,20
2018.0,2018-09-16,2.0,2.0,26.225,NWE,JAX,L 20-31,False,8,7,73,10.43,0,87.5%,9.13,4,11,2.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,34,56%,0,0%,0,0%,True,James White,False,20,31
2018.0,2018-09-23,3.0,3.0,26.232,NWE,DET,L 10-26,False,3,3,14,4.67,1,100.0%,4.67,4,37,9.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,25,52%,0,0%,0,0%,True,James White,False,10,26
2018.0,2018-09-30,4.0,4.0,26.239,NWE,MIA,W 38-7,False,10,8,68,8.50,1,80.0%,6.80,8,44,5.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,40,49%,0,0%,1,4%,False,James White,True,38,7
2018.0,2018-10-04,5.0,5.0,26.243,NWE,IND,W 38-24,True,14,10,77,7.70,1,71.4%,5.50,2,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,43,62%,0,0%,4,13%,False,James White,True,38,24
2018.0,2018-10-14,6.0,6.0,26.253,NWE,KAN,W 43-40,False,7,5,53,10.60,0,71.4%,7.57,6,39,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,42%,0,0%,0,0%,False,James White,True,43,40
2018.0,2018-10-21,7.0,7.0,26.26,NWE,CHI,W 38-31,False,10,8,57,7.13,2,80.0%,5.70,11,40,3.64,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,45,70%,0,0%,1,3%,True,James White,True,38,31
2018.0,2018-10-29,8.0,8.0,26.268,NWE,BUF,W 25-6,False,13,10,79,7.90,0,76.9%,6.08,8,15,1.88,1,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,61,80%,0,0%,0,0%,True,James White,True,25,6
2018.0,2018-11-04,9.0,9.0,26.274,NWE,GNB,W 31-17,True,7,6,72,12.00,0,85.7%,10.29,12,31,2.58,2,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0,0,0,0,0,0,56,79%,0,0%,0,0%,False,James White,True,31,17
2018.0,2018-11-11,10.0,10.0,26.281,NWE,TEN,L 10-34,True,8,5,31,6.20,0,62.5%,3.88,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,42,64%,0,0%,7,23%,True,James White,False,10,34
2018.0,2018-11-25,11.0,12.0,26.295,NWE,NYJ,W 27-13,False,5,1,5,5.00,0,20.0%,1.00,9,73,8.11,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,37,53%,0,0%,4,15%,True,James White,True,27,13
2018.0,2018-12-02,12.0,13.0,26.302,NWE,MIN,W 24-10,False,9,7,92,13.14,0,77.8%,10.22,6,26,4.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,45%,0,0%,3,12%,False,James White,True,24,10
2018.0,2018-12-09,13.0,14.0,26.309,NWE,MIA,L 33-34,False,4,2,15,7.50,0,50.0%,3.75,4,13,3.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,33,41%,0,0%,5,16%,True,James White,False,33,34
2018.0,2018-12-16,14.0,15.0,26.316,NWE,PIT,L 10-17,False,7,5,25,5.00,0,71.4%,3.57,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,26,42%,0,0%,4,20%,True,James White,False,10,17
2018.0,2018-12-23,15.0,16.0,26.323,NWE,BUF,W 24-12,False,4,2,13,6.50,0,50.0%,3.25,8,41,5.13,1,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,29,39%,0,0%,4,14%,False,James White,True,24,12
2018.0,2018-12-30,16.0,17.0,26.33,NWE,NYJ,W 38-3,False,5,4,39,9.75,1,80.0%,7.80,4,30,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0,0,0,0,0,0,27,40%,0,0%,0,0%,False,James White,True,38,3
