Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016,2016-11-06,8,9,24.012,KAN,,JAX,W 19-14,True,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,51,88%,0,0%,2,7%,False,Chris Conley
2016,2016-11-13,9,10,24.019,KAN,@,CAR,W 20-17,True,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,84%,0,0%,0,0%,True,Chris Conley
2016,2016-11-20,10,11,24.026,KAN,,TAM,L 17-19,True,8,4,28,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,51,96%,0,0%,1,4%,False,Chris Conley
2016,2016-11-27,11,12,24.033,KAN,@,DEN,W 30-27,True,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,85,100%,0,0%,0,0%,True,Chris Conley
2016,2016-12-04,12,13,24.040,KAN,@,ATL,W 29-28,True,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,86%,0,0%,0,0%,True,Chris Conley
2016,2016-12-08,13,14,24.044,KAN,,OAK,W 21-13,False,3,2,70,35.00,0,66.7%,23.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,67%,0,0%,1,3%,False,Chris Conley
2016,2016-12-18,14,15,24.054,KAN,,TEN,L 17-19,False,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,76%,0,0%,1,4%,False,Chris Conley
2016,2016-12-25,15,16,24.061,KAN,,DEN,W 33-10,True,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,71%,0,0%,0,0%,False,Chris Conley
2016,2017-01-01,16,17,24.068,KAN,@,SDG,W 37-27,False,5,4,55,13.75,0,80.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,40,66%,0,0%,2,7%,True,Chris Conley
2017,2017-09-07,1,1,24.317,KAN,@,NWE,W 42-27,True,4,2,43,21.50,0,50.0%,10.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,94%,0,0%,0,0%,True,Chris Conley
2017,2017-09-17,2,2,24.327,KAN,,PHI,W 27-20,True,4,4,55,13.75,0,100.0%,13.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,87%,0,0%,1,3%,False,Chris Conley
2017,2017-09-24,3,3,24.334,KAN,@,LAC,W 24-10,True,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,81%,0,0%,0,0%,True,Chris Conley
2017,2017-10-02,4,4,24.342,KAN,,WAS,W 29-20,True,4,2,31,15.50,0,50.0%,7.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,93%,0,0%,0,0%,False,Chris Conley
2017,2017-10-08,5,5,24.348,KAN,@,HOU,W 42-34,True,3,3,46,15.33,0,100.0%,15.33,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,88%,0,0%,1,3%,True,Chris Conley
2017,2017-10-15,6,6,,KAN,,PIT,L 13-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Conley
2017,2017-10-19,7,7,,KAN,@,OAK,L 30-31,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Conley
2017,2017-10-30,8,8,,KAN,,DEN,W 29-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Conley
2017,2017-11-05,9,9,,KAN,@,DAL,L 17-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Conley
2017,2017-11-19,10,11,,KAN,@,NYG,L 9-12,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Conley
2017,2017-11-26,11,12,,KAN,,BUF,L 10-16,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Conley
2017,2017-12-03,12,13,,KAN,@,NYJ,L 31-38,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Conley
2017,2017-12-10,13,14,,KAN,,OAK,W 26-15,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Conley
2017,2017-12-16,14,15,,KAN,,LAC,W 30-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Conley
2017,2017-12-24,15,16,,KAN,,MIA,W 29-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Chris Conley
2017,2017-12-31,16,17,,KAN,@,DEN,W 27-24,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Chris Conley
2018,2018-09-09,1,1,25.319,KAN,@,LAC,W 38-28,True,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,62%,0,0%,9,30%,True,Chris Conley
2018,2018-09-16,2,2,25.326,KAN,@,PIT,W 42-37,True,2,2,17,8.50,1,100.0%,8.50,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,36,62%,0,0%,7,20%,True,Chris Conley
2018,2018-09-23,3,3,25.333,KAN,,SFO,W 38-27,True,3,2,13,6.50,1,66.7%,4.33,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,49,65%,0,0%,4,14%,False,Chris Conley
2018,2018-10-01,4,4,25.341,KAN,@,DEN,W 27-23,True,6,4,13,3.25,0,66.7%,2.17,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,94%,0,0%,1,4%,True,Chris Conley
2018,2018-10-07,5,5,25.347,KAN,,JAX,W 30-14,True,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,61%,0,0%,1,4%,False,Chris Conley
2018,2018-10-14,6,6,25.354,KAN,@,NWE,L 40-43,True,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,38,70%,0,0%,0,0%,True,Chris Conley
2018,2018-10-21,7,7,25.361,KAN,,CIN,W 45-10,True,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,46,66%,0,0%,0,0%,False,Chris Conley
2018,2018-10-28,8,8,26.003,KAN,,DEN,W 30-23,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,52%,0,0%,2,7%,False,Chris Conley
2018,2018-11-04,9,9,26.010,KAN,@,CLE,W 37-21,False,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,54%,0,0%,0,0%,True,Chris Conley
2018,2018-11-11,10,10,26.017,KAN,,ARI,W 26-14,True,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,92%,0,0%,0,0%,False,Chris Conley
2018,2018-11-19,11,11,26.025,KAN,@,LAR,L 51-54,False,8,7,74,10.57,2,87.5%,9.25,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,64,89%,0,0%,0,0%,True,Chris Conley
2018,2018-12-02,12,13,26.038,KAN,@,OAK,W 40-33,True,7,3,25,8.33,1,42.9%,3.57,0,0,,0,1,5,5.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,65,92%,0,0%,1,3%,True,Chris Conley
2018,2018-12-09,13,14,26.045,KAN,,BAL,W 27-24,True,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,85,99%,0,0%,0,0%,False,Chris Conley
2018,2018-12-13,14,15,26.049,KAN,,LAC,L 28-29,True,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,57,95%,0,0%,2,9%,False,Chris Conley
2018,2018-12-23,15,16,26.059,KAN,@,SEA,L 31-38,True,5,3,54,18.00,0,60.0%,10.80,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,57,93%,0,0%,1,3%,True,Chris Conley
2018,2018-12-30,16,17,26.066,KAN,,OAK,W 35-3,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,67%,0,0%,0,0%,False,Chris Conley
2019,2019-09-08,1,1,26.318,JAX,,KAN,L 26-40,True,7,6,97,16.17,1,85.7%,13.86,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,76%,0,0%,0,0%,False,Chris Conley
2019,2019-09-15,2,2,26.325,JAX,@,HOU,L 12-13,True,5,4,73,18.25,0,80.0%,14.60,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,84%,0,0%,0,0%,True,Chris Conley
2019,2019-09-19,3,3,26.329,JAX,,TEN,W 20-7,False,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,70%,0,0%,0,0%,False,Chris Conley
2019,2019-09-29,4,4,26.339,JAX,@,DEN,W 26-24,False,4,1,17,17.00,0,25.0%,4.25,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,78%,0,0%,0,0%,True,Chris Conley
2019,2019-10-06,5,5,26.346,JAX,@,CAR,L 27-34,True,3,1,26,26.00,0,33.3%,8.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,77%,0,0%,0,0%,True,Chris Conley
2019,2019-10-13,6,6,26.353,JAX,,NOR,L 6-13,True,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,83%,0,0%,0,0%,False,Chris Conley
2019,2019-10-20,7,7,26.360,JAX,@,CIN,W 27-17,True,7,3,83,27.67,0,42.9%,11.86,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,56,70%,0,0%,1,3%,True,Chris Conley
2019,2019-10-27,8,8,27.002,JAX,,NYJ,W 29-15,True,7,4,103,25.75,1,57.1%,14.71,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,74%,0,0%,0,0%,False,Chris Conley
2019,2019-11-03,9,9,27.009,JAX,,HOU,L 3-26,True,7,2,32,16.00,0,28.6%,4.57,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,88%,0,0%,0,0%,False,Chris Conley
2019,2019-11-17,10,11,27.023,JAX,@,IND,L 13-33,True,8,6,58,9.67,0,75.0%,7.25,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,97%,0,0%,0,0%,True,Chris Conley
2019,2019-11-24,11,12,27.030,JAX,@,TEN,L 20-42,True,9,4,49,12.25,0,44.4%,5.44,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,75%,0,0%,0,0%,True,Chris Conley
2019,2019-12-01,12,13,27.037,JAX,,TAM,L 11-28,True,5,4,57,14.25,0,80.0%,11.40,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,74%,0,0%,2,8%,False,Chris Conley
2019,2019-12-08,13,14,27.044,JAX,,LAC,L 10-45,True,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,86%,0,0%,0,0%,False,Chris Conley
2019,2019-12-15,14,15,27.051,JAX,@,OAK,W 20-16,True,8,4,49,12.25,2,50.0%,6.13,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,50,88%,0,0%,0,0%,True,Chris Conley
2019,2019-12-22,15,16,27.058,JAX,@,ATL,L 12-24,True,5,2,56,28.00,1,40.0%,11.20,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,77%,0,0%,0,0%,True,Chris Conley
2019,2019-12-29,16,17,27.065,JAX,,IND,W 38-20,True,6,3,38,12.67,0,50.0%,6.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,78%,0,0%,0,0%,False,Chris Conley
2020,2020-09-13,1,1,27.324,JAX,,IND,W 27-20,False,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,32%,0,0%,0,0%,False,Chris Conley
2020,2020-09-20,2,2,27.331,JAX,@,TEN,L 30-33,False,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,45%,0,0%,1,4%,True,Chris Conley
2020,2020-09-24,3,3,27.335,JAX,,MIA,L 13-31,True,8,3,34,11.33,0,37.5%,4.25,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,80%,0,0%,0,0%,False,Chris Conley
2020,2020-10-04,4,4,27.345,JAX,@,CIN,L 25-33,False,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,31%,0,0%,0,0%,True,Chris Conley
2020,2020-10-11,5,5,27.352,JAX,@,HOU,L 14-30,False,2,2,58,29.00,0,100.0%,29.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,32%,0,0%,9,38%,True,Chris Conley
2020,2020-10-18,6,6,27.359,JAX,,DET,L 16-34,False,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,23%,0,0%,6,23%,False,Chris Conley
2020,2020-10-25,7,7,28.000,JAX,@,LAC,L 29-39,False,2,1,28,28.00,1,50.0%,14.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,16,25%,0,0%,0,0%,True,Chris Conley
2020,2020-11-08,8,9,28.014,JAX,,HOU,L 25-27,False,8,7,52,7.43,0,87.5%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,71%,0,0%,0,0%,False,Chris Conley
