Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2010.0,2010-11-28,11.0,12.0,,GNB,ATL,L 17-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Starks,False,17,20
2010.0,2010-12-05,12.0,13.0,24.283,GNB,SFO,W 34-16,False,18,73,4.06,0,0,0,0,,0,0.0%,,2,25,12.50,0,0,0,0,,0,0,0,0,,,,,,,False,James Starks,True,34,16
2010.0,2010-12-12,13.0,14.0,24.29,GNB,DET,L 3-7,False,6,8,1.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,James Starks,False,3,7
2010.0,2010-12-19,14.0,15.0,,GNB,NWE,L 27-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Starks,False,27,31
2010.0,2010-12-26,15.0,16.0,,GNB,NYG,W 45-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,True,45,17
2010.0,2011-01-02,16.0,17.0,24.311,GNB,CHI,W 10-3,False,5,20,4.00,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,James Starks,True,10,3
2011.0,2011-09-08,1.0,1.0,25.195,GNB,NOR,W 42-34,False,12,57,4.75,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6,0,,0,0,0,0,,,,,,,False,James Starks,True,42,34
2011.0,2011-09-18,2.0,2.0,25.205,GNB,CAR,W 30-23,False,9,85,9.44,0,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,James Starks,True,30,23
2011.0,2011-09-25,3.0,3.0,25.212,GNB,CHI,W 27-17,False,11,5,0.45,0,4,3,9,3.00,0,75.0%,2.25,0,0,,0,0,0,1,1,0,0,0,0,,,,,,,True,James Starks,True,27,17
2011.0,2011-10-02,4.0,4.0,25.219,GNB,DEN,W 49-23,True,13,63,4.85,0,6,5,38,7.60,0,83.3%,6.33,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,James Starks,True,49,23
2011.0,2011-10-09,5.0,5.0,25.226,GNB,ATL,W 25-14,False,12,40,3.33,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,James Starks,True,25,14
2011.0,2011-10-16,6.0,6.0,25.233,GNB,STL,W 24-3,False,13,49,3.77,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,James Starks,True,24,3
2011.0,2011-10-23,7.0,7.0,25.24,GNB,MIN,W 33-27,False,13,75,5.77,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,James Starks,True,33,27
2011.0,2011-11-06,8.0,9.0,25.254,GNB,SDG,W 45-38,False,13,66,5.08,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,James Starks,True,45,38
2011.0,2011-11-14,9.0,10.0,25.262,GNB,MIN,W 45-7,False,13,63,4.85,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,James Starks,True,45,7
2011.0,2011-11-20,10.0,11.0,25.268,GNB,TAM,W 35-26,False,11,38,3.45,0,6,6,53,8.83,0,100.0%,8.83,0,0,,0,0,0,0,,0,0,0,0,,,,,,,False,James Starks,True,35,26
2011.0,2011-11-24,11.0,12.0,25.272,GNB,DET,W 27-15,True,4,19,4.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,James Starks,True,27,15
2011.0,2011-12-04,12.0,13.0,25.282,GNB,NYG,W 38-35,False,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,,0,0,0,0,,,,,,,True,James Starks,True,38,35
2011.0,2011-12-11,13.0,14.0,,GNB,OAK,W 46-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,True,46,16
2011.0,2011-12-18,14.0,15.0,,GNB,KAN,L 14-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Starks,False,14,19
2011.0,2011-12-25,15.0,16.0,25.303,GNB,CHI,W 35-21,False,6,13,2.17,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,1,0,0,1,0,0,,,,,,,False,James Starks,True,35,21
2011.0,2012-01-01,16.0,17.0,,GNB,DET,W 45-41,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,True,45,41
2012.0,2012-09-09,1.0,1.0,,GNB,SFO,L 22-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,False,22,30
2012.0,2012-09-13,2.0,2.0,,GNB,CHI,W 23-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,True,23,10
2012.0,2012-09-24,3.0,3.0,,GNB,SEA,L 12-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Starks,False,12,14
2012.0,2012-09-30,4.0,4.0,,GNB,NOR,W 28-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,True,28,27
2012.0,2012-10-07,5.0,5.0,,GNB,IND,L 27-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Starks,False,27,30
2012.0,2012-10-14,6.0,6.0,26.232,GNB,HOU,W 42-24,False,5,11,2.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,8,11%,0,0%,1,3%,True,James Starks,True,42,24
2012.0,2012-10-21,7.0,7.0,,GNB,STL,W 30-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,James Starks,True,30,20
2012.0,2012-10-28,8.0,8.0,26.246,GNB,JAX,W 24-15,False,1,8,8.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0,0,0,0,0,0,7,10%,0,0%,0,0%,False,James Starks,True,24,15
2012.0,2012-11-04,9.0,9.0,26.253,GNB,ARI,W 31-17,True,17,61,3.59,0,0,0,0,,0,0.0%,,0,0,,0,0,0,1,0,0,0,0,0,23,32%,0,0%,0,0%,False,James Starks,True,31,17
2012.0,2012-11-18,10.0,11.0,26.267,GNB,DET,W 24-20,False,25,74,2.96,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0,0,0,0,0,0,44,69%,0,0%,0,0%,True,James Starks,True,24,20
2012.0,2012-11-25,11.0,12.0,26.274,GNB,NYG,L 10-38,True,8,35,4.38,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,16,26%,0,0%,0,0%,True,James Starks,False,10,38
2012.0,2012-12-02,12.0,13.0,26.281,GNB,MIN,W 23-14,False,15,66,4.40,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,1,6,0,0,0,0,0,0,27,33%,0,0%,0,0%,False,James Starks,True,23,14
2012.0,2012-12-09,13.0,14.0,,GNB,DET,W 27-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,True,27,20
2012.0,2012-12-16,14.0,15.0,,GNB,CHI,W 21-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Starks,True,21,13
2012.0,2012-12-23,15.0,16.0,,GNB,TEN,W 55-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,True,55,7
2012.0,2012-12-30,16.0,17.0,,GNB,MIN,L 34-37,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Starks,False,34,37
2013.0,2013-09-08,1.0,1.0,27.195,GNB,SFO,L 28-34,False,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0,0,0,0,0,0,7,11%,0,0%,0,0%,True,James Starks,False,28,34
2013.0,2013-09-15,2.0,2.0,27.202,GNB,WAS,W 38-20,False,20,132,6.60,1,5,4,36,9.00,0,80.0%,7.20,0,0,,0,1,6,0,0,0,0,0,0,63,88%,0,0%,0,0%,False,James Starks,True,38,20
2013.0,2013-09-22,3.0,3.0,27.209,GNB,CIN,L 30-34,True,14,55,3.93,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,32,40%,0,0%,0,0%,True,James Starks,False,30,34
2013.0,2013-10-06,4.0,5.0,,GNB,DET,W 22-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,True,22,9
2013.0,2013-10-13,5.0,6.0,,GNB,BAL,W 19-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,James Starks,True,19,17
2013.0,2013-10-20,6.0,7.0,,GNB,CLE,W 31-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,James Starks,True,31,13
2013.0,2013-10-27,7.0,8.0,27.244,GNB,MIN,W 44-31,False,7,57,8.14,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0,0,0,0,0,0,11,14%,0,0%,0,0%,True,James Starks,True,44,31
2013.0,2013-11-04,8.0,9.0,27.252,GNB,CHI,L 20-27,False,6,40,6.67,1,0,0,0,,0,0.0%,,0,0,,0,1,6,1,0,0,0,0,0,12,22%,0,0%,0,0%,False,James Starks,False,20,27
2013.0,2013-11-10,9.0,10.0,27.258,GNB,PHI,L 13-27,False,4,5,1.25,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0,0,0,0,0,0,9,11%,0,0%,0,0%,False,James Starks,False,13,27
2013.0,2013-11-17,10.0,11.0,27.265,GNB,NYG,L 13-27,False,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,4,7%,0,0%,0,0%,True,James Starks,False,13,27
2013.0,2013-11-24,11.0,12.0,27.272,GNB,MIN,T 26-26,False,3,37,12.33,0,2,1,-5,-5.00,0,50.0%,-2.50,0,0,,0,0,0,0,0,0,0,0,0,8,9%,0,0%,8,21%,False,James Starks,False,26,26
2013.0,2013-11-28,12.0,13.0,27.276,GNB,DET,L 10-40,False,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,7,16%,0,0%,3,11%,True,James Starks,False,10,40
2013.0,2013-12-08,13.0,14.0,27.286,GNB,ATL,W 22-21,False,7,19,2.71,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,15,21%,0,0%,0,0%,False,James Starks,True,22,21
2013.0,2013-12-15,14.0,15.0,27.293,GNB,DAL,W 37-36,False,3,12,4.00,0,1,1,11,11.00,1,100.0%,11.00,0,0,,0,1,6,0,0,0,0,0,0,7,10%,0,0%,0,0%,True,James Starks,True,37,36
2013.0,2013-12-22,15.0,16.0,27.3,GNB,PIT,L 31-38,False,10,47,4.70,0,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,0,0,0,0,0,0,25,32%,0,0%,0,0%,False,James Starks,False,31,38
2013.0,2013-12-29,16.0,17.0,27.307,GNB,CHI,W 33-28,False,11,88,8.00,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0,0,0,0,0,0,20,26%,0,0%,0,0%,True,James Starks,True,33,28
2014.0,2014-09-04,1.0,1.0,28.191,GNB,SEA,L 16-36,False,7,37,5.29,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,0,0,0,0,0,0,25,40%,0,0%,0,0%,True,James Starks,False,16,36
2014.0,2014-09-14,2.0,2.0,28.201,GNB,NYJ,W 31-24,False,,,,,,,,,,0.0%,,,,,,0,0,0,,,0,0,0,4,6%,0,0%,5,17%,False,James Starks,True,31,24
2014.0,2014-09-21,3.0,3.0,28.208,GNB,DET,L 7-19,False,8,38,4.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,19,36%,0,0%,5,25%,True,James Starks,False,7,19
2014.0,2014-09-28,4.0,4.0,28.215,GNB,CHI,W 38-17,False,,,,,,,,,,0.0%,,,,,,0,0,0,,,0,0,0,1,2%,0,0%,4,17%,True,James Starks,True,38,17
2014.0,2014-10-02,5.0,5.0,28.219,GNB,MIN,W 42-10,False,12,46,3.83,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,0,0,0,0,0,0,27,50%,0,0%,0,0%,False,James Starks,True,42,10
2014.0,2014-10-12,6.0,6.0,28.229,GNB,MIA,W 27-24,False,8,31,3.88,0,5,2,11,5.50,0,40.0%,2.20,0,0,,0,0,0,0,0,0,0,0,0,38,48%,0,0%,4,14%,True,James Starks,True,27,24
2014.0,2014-10-19,7.0,7.0,28.236,GNB,CAR,W 38-17,False,7,36,5.14,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,1,6,0,0,0,0,0,0,11,19%,0,0%,1,3%,False,James Starks,True,38,17
2014.0,2014-10-26,8.0,8.0,28.243,GNB,NOR,L 23-44,False,2,5,2.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,14,21%,0,0%,0,0%,True,James Starks,False,23,44
2014.0,2014-11-09,9.0,10.0,28.257,GNB,CHI,W 55-14,False,5,10,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,10,15%,0,0%,1,3%,False,James Starks,True,55,14
2014.0,2014-11-16,10.0,11.0,28.264,GNB,PHI,W 53-20,False,8,9,1.13,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,0,0,0,0,0,0,20,29%,0,0%,0,0%,False,James Starks,True,53,20
2014.0,2014-11-23,11.0,12.0,28.271,GNB,MIN,W 24-21,False,1,-4,-4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,1,0,0,0,0,0,4,6%,0,0%,0,0%,True,James Starks,True,24,21
2014.0,2014-11-30,12.0,13.0,28.278,GNB,NWE,W 26-21,False,1,2,2.00,0,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,0,0,0,0,0,0,10,14%,0,0%,0,0%,False,James Starks,True,26,21
2014.0,2014-12-08,13.0,14.0,28.286,GNB,ATL,W 43-37,False,10,75,7.50,1,2,2,26,13.00,0,100.0%,13.00,0,0,,0,1,6,0,0,0,0,0,0,22,32%,0,0%,0,0%,False,James Starks,True,43,37
2014.0,2014-12-14,14.0,15.0,28.292,GNB,BUF,L 13-21,False,4,19,4.75,0,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,0,0,0,0,0,0,15,21%,0,0%,0,0%,True,James Starks,False,13,21
2014.0,2014-12-21,15.0,16.0,28.299,GNB,TAM,W 20-3,False,7,3,0.43,0,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,0,0,0,0,0,0,29,39%,0,0%,0,0%,True,James Starks,True,20,3
2014.0,2014-12-28,16.0,17.0,28.306,GNB,DET,W 30-20,False,5,26,5.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,11,17%,0,0%,0,0%,False,James Starks,True,30,20
